,ticker,date_string,open_volume
365,CVY,2010-6-16,0.3821360227414808
366,CVY,2010-6-17,0.1803448029154302
367,CVY,2010-6-18,0.40011559211160586
368,CVY,2010-6-21,0.31202140793853433
369,CVY,2010-6-22,0.2976932948867875
370,CVY,2010-6-23,0.1938875471416873
371,CVY,2010-6-24,0.3386273416471879
372,CVY,2010-6-25,0.30769277039162685
373,CVY,2010-6-28,0.33691457890117127
374,CVY,2010-6-29,0.22753424222248667
375,CVY,2010-6-30,0.28941546270136065
376,CVY,2010-7-1,0.20514383902873157
377,CVY,2010-7-2,0.2123981918463241
378,CVY,2010-7-6,0.09430385531120825
379,CVY,2010-7-7,0.09817453409223535
380,CVY,2010-7-8,0.2128473014614748
381,CVY,2010-7-9,0.27227767490537236
382,CVY,2010-7-12,0.30289901884179865
383,CVY,2010-7-13,0.25283537921541166
384,CVY,2010-7-14,0.308239824218401
385,CVY,2010-7-15,0.30411246527233554
386,CVY,2010-7-16,0.3636872455274058
387,CVY,2010-7-19,0.27944311943691724
388,CVY,2010-7-20,0.32038125399631145
389,CVY,2010-7-21,0.2702032336632191
390,CVY,2010-7-22,0.3286397901646356
391,CVY,2010-7-23,0.22171366578994126
392,CVY,2010-7-26,0.1844929758622161
393,CVY,2010-7-27,0.197508777413356
394,CVY,2010-7-28,0.2903330495069098
395,CVY,2010-7-29,0.26294325989143075
396,CVY,2010-7-30,0.34142681200486724
397,CVY,2010-8-2,0.25698530467241243
398,CVY,2010-8-3,0.25238026492846055
399,CVY,2010-8-4,0.08514444683484149
400,CVY,2010-8-5,0.27331344807369506
401,CVY,2010-8-6,0.24856824689129053
402,CVY,2010-8-9,0.3299836026719576
403,CVY,2010-8-10,0.3168925232300341
404,CVY,2010-8-11,0.29738603258587976
405,CVY,2010-8-12,0.28723014164131044
406,CVY,2010-8-13,0.3504656693296259
407,CVY,2010-8-16,0.3922125387481652
408,CVY,2010-8-17,0.32100964540809934
409,CVY,2010-8-18,0.249262752144579
410,CVY,2010-8-19,0.2749673695075702
411,CVY,2010-8-20,0.2887607268141425
412,CVY,2010-8-23,0.3005802315547027
413,CVY,2010-8-24,0.28432454930402573
414,CVY,2010-8-25,0.2141765225805837
415,CVY,2010-8-26,0.18628074645837037
416,CVY,2010-8-27,0.34963718241118236
417,CVY,2010-8-30,0.2475907874796225
418,CVY,2010-8-31,0.20737336593235137
419,CVY,2010-9-1,0.24949869118461165
420,CVY,2010-9-2,0.2373774379281818
421,CVY,2010-9-3,0.23964118319195504
422,CVY,2010-9-7,0.23641900419309883
423,CVY,2010-9-8,0.24029313236918978
424,CVY,2010-9-9,0.2679308797511676
425,CVY,2010-9-10,0.2881470819017595
426,CVY,2010-9-13,0.2907603265385385
427,CVY,2010-9-14,0.31355197986849465
428,CVY,2010-9-15,0.2970108157663993
429,CVY,2010-9-16,0.2675851758981497
430,CVY,2010-9-17,0.2308959616859647
431,CVY,2010-9-20,0.24308667904411002
432,CVY,2010-9-21,0.2896744040420629
433,CVY,2010-9-22,0.29745425092062794
434,CVY,2010-9-23,0.3475826204583176
435,CVY,2010-9-24,0.22408549809710393
436,CVY,2010-9-27,0.3482435628540353
437,CVY,2010-9-28,0.39131873864258576
438,CVY,2010-9-29,0.42445483814741675
439,CVY,2010-9-30,0.321640270178012
440,CVY,2010-10-1,0.3424899320777398
441,CVY,2010-10-4,0.3834473151667837
442,CVY,2010-10-5,0.31832135812701257
443,CVY,2010-10-6,0.13566498221395942
444,CVY,2010-10-7,0.3483526646263965
445,CVY,2010-10-8,0.41924584678946736
446,CVY,2010-10-11,0.42248728988120177
447,CVY,2010-10-12,0.407775349745651
448,CVY,2010-10-13,0.40775080910117656
449,CVY,2010-10-14,0.45604616342038845
450,CVY,2010-10-15,0.475407673436801
451,CVY,2010-10-18,0.41318487868818027
452,CVY,2010-10-19,0.39624396475388646
453,CVY,2010-10-20,0.3610315569331253
454,CVY,2010-10-21,0.42882244886404763
455,CVY,2010-10-22,0.25453792479546794
456,CVY,2010-10-25,0.4420204513248455
457,CVY,2010-10-26,0.510367686832148
458,CVY,2010-10-27,0.3920495606008422
459,CVY,2010-10-28,0.47231114290448684
460,CVY,2010-10-29,0.49286573298160613
461,CVY,2010-11-1,0.37483217670102
462,CVY,2010-11-2,0.3800093576405342
463,CVY,2010-11-3,0.335544937789217
464,CVY,2010-11-4,0.311247117381029
465,CVY,2010-11-5,0.4420157521365529
466,CVY,2010-11-8,0.4002998507758061
467,CVY,2010-11-9,0.40635701083157805
468,CVY,2010-11-10,0.45724592408530823
469,CVY,2010-11-11,0.4910441447999189
470,CVY,2010-11-12,0.4166613643136167
471,CVY,2010-11-15,0.43666634764500223
472,CVY,2010-11-16,0.3918009298110869
473,CVY,2010-11-17,0.24136095544571304
474,CVY,2010-11-18,0.3978985276097118
475,CVY,2010-11-19,0.4276550206121727
476,CVY,2010-11-22,0.4223000199733839
477,CVY,2010-11-23,0.4133369785771409
478,CVY,2010-11-24,0.4201547179514773
479,CVY,2010-11-26,0.5568643120472206
480,CVY,2010-11-29,0.37485213661104955
481,CVY,2010-11-30,0.42028416165947075
482,CVY,2010-12-1,0.3884427809944904
483,CVY,2010-12-2,0.3276644442513191
484,CVY,2010-12-3,0.27352177306799436
485,CVY,2010-12-6,0.2717148580977719
486,CVY,2010-12-7,0.33979562822361153
487,CVY,2010-12-8,0.2981972046665193
488,CVY,2010-12-9,0.4076417647349919
489,CVY,2010-12-10,0.2950594198573928
490,CVY,2010-12-13,0.42906048760628157
491,CVY,2010-12-14,0.4207174934418116
492,CVY,2010-12-15,0.40780871599891066
493,CVY,2010-12-16,0.4385679459063489
494,CVY,2010-12-17,0.3915507545719814
495,CVY,2010-12-20,0.3628154312427875
496,CVY,2010-12-21,0.4028648530455037
497,CVY,2010-12-22,0.4164978561816628
498,CVY,2010-12-23,0.46774074281226086
499,CVY,2010-12-27,0.4710681880045533
500,CVY,2010-12-28,0.4543794159970508
501,CVY,2010-12-29,0.44808724152540175
